gene_id,gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000110651.13,CD81,-6.93379542474905,5.127102684382031,-11.15361891074327,1.1813313092846953e-8,1.653745699867645e-4,1.9261458364826574
ENSG00000223551.1,TMSB4XP4,-1.0482915500515808,9.534572801190693,-6.294910048408945,1.4444406004926425e-5,0.10110361983148251,3.3838297746101507
ENSG00000198695.2,ND6,1.5602088836936732,5.972227601733095,6.443327988830092,2.5283049597824683e-5,0.11797913710664924,2.8928705311922602
ENSG00000279557.1,NA,1.7056489037327482,3.1198011503768184,5.697794143907809,4.244656410901835e-5,0.14855236274053696,1.946233683357641
ENSG00000221914.11,PPP2R2A,0.7384131761033191,7.476738163429788,5.548886575576516,5.5959438092244235e-5,0.15667523477066542,2.0948688858916533
ENSG00000070669.17,ASNS,0.7582485565757863,6.651566126958137,5.117563257765832,1.266798072986687e-4,0.2556913895722759,1.3218027494383238
ENSG00000280987.4,MATR3,0.9510827223134843,5.498410178527472,5.004890563996124,1.5743037591118685e-4,0.2556913895722759,1.1297108949105326
ENSG00000115414.21,FN1,1.5097111776595407,2.6936631203718617,4.984465728842685,1.637832740722312e-4,0.2556913895722759,0.8720749896005122
ENSG00000251562.12,MALAT1,0.8394394377700168,10.167765831693883,4.977247857931118,1.6609108264059065e-4,0.2556913895722759,1.0323766056560464
ENSG00000115652.15,UXS1,0.8685516051933825,5.742991785512116,4.928309620735036,1.826497532482862e-4,0.2556913895722759,0.9891906543772757
ENSG00000167664.9,TMIGD2,-2.5002610964425642,0.8398863825971888,-4.870414000073087,2.0445845944719248e-4,0.26020127034556795,-0.7404538982195445
ENSG00000061273.18,HDAC7,0.8016029849848543,8.720282547716542,4.6785712135090884,2.979311274908382e-4,0.29000290268829915,0.47953530530248933
ENSG00000198763.3,ND2,0.6160596145551606,11.521956733090574,4.675484832750187,2.997512119122928e-4,0.29000290268829915,0.4527804682498706
ENSG00000147403.18,RPL10,-0.8510877613902644,9.096819812096104,-4.691812299899113,3.2361921127486846e-4,0.29000290268829915,0.4162498748699628
ENSG00000136813.15,ECPAS,0.6738364485027801,6.591812261094246,4.608521621331872,3.421828256748966e-4,0.29000290268829915,0.3788715037414363
ENSG00000196072.12,BLOC1S2,0.6779798453293229,7.582845619942877,4.594264579364159,3.5198682887600406e-4,0.29000290268829915,0.333098929505363
ENSG00000267575.10,LINC02987,0.9069923560664966,4.476784364704556,4.582492974037539,3.602987995278297e-4,0.29000290268829915,0.3669503228905082
ENSG00000260528.8,LINC02193,5.354172989862399,-0.974850506617576,4.535296071159336,3.956996253132876e-4,0.29000290268829915,-3.050093514070623
ENSG00000183955.14,KMT5A,0.6635633211714533,7.052773271694405,4.528384381520436,4.0117564377771395e-4,0.29000290268829915,0.21761810613645238
ENSG00000170160.19,CCDC144A,1.4300269777638244,2.139639403808091,4.512181681114689,4.143194552300866e-4,0.29000290268829915,0.01375100394528328
ENSG00000160685.14,ZBTB7B,1.2301362765740047,3.4416196258136864,4.461276360735739,4.5855983218899294e-4,0.2923421738959584,0.09674082951041107
ENSG00000249353.2,NA,2.3476312745375036,1.1894533003105967,4.446557048542691,4.7223329040934985e-4,0.2923421738959584,-0.9170010855141717
ENSG00000263276.1,NA,0.6777822139110066,8.227969548097672,4.438065467709516,4.8031073645310685e-4,0.2923421738959584,0.022606712072053448
ENSG00000112079.9,STK38,0.7879233147928417,5.177154270683735,4.385939136981842,5.330917856119376e-4,0.3042525720017019,-0.004383633823036526
ENSG00000225972.1,MTND1P23,0.6473146210135865,10.905095097553982,4.376426204309687,5.433469747869524e-4,0.3042525720017019,-0.11927394076856945
ENSG00000136824.19,SMC2,0.5698752542281289,8.47663578160521,4.347626068346604,5.756415991280831e-4,0.3099387210074629,-0.15343917620119818
ENSG00000124772.12,CPNE5,2.333128254290551,0.4894422540306871,4.283220680343971,6.551526596197505e-4,0.33968452155618106,-0.8049237362670825
ENSG00000228057.1,SEC63P1,2.6315750578750663,-0.9178542775124537,4.243630507921081,7.095115255585289e-4,0.3547304230819231,-1.59839329042951
ENSG00000198727.2,CYTB,0.6533163563799615,12.2483527821487,4.214794656833461,7.5198360245035e-4,0.36300063623111894,-0.4434397062954858
ENSG00000128040.13,SPINK2,-0.9789296722006764,4.326634981099999,-4.148004661415681,8.605974649153945e-4,0.37613860173851094,-0.4231774891697757
ENSG00000230409.3,NA,1.5640668306435137,2.875752587237351,4.211937234125004,9.682044088304397e-4,0.37613860173851094,-0.5435336848650962
ENSG00000139626.16,ITGB7,-0.7399427775975308,5.651388782527747,-4.082158862651561,9.833444311719772e-4,0.37613860173851094,-0.5851791879060553
